Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy,Period End,Property Type,Region
1.021605499,0.3%,0.1%,24,100.0%,9.1%,9,-18.2%,-43.8%,8,0.5,0,$655K,-4.3%,47.2%,34,54.5%,6.3%,4/30/2015,Single Family Residential,"Seattle, WA - Broadview"
1.051557355,2.2%,-3.6%,22,15.8%,83.3%,4,33.3%,-20.0%,7,0,-0.5,$628K,1.9%,7.4%,22,15.8%,15.8%,4/30/2015,Single Family Residential,"Seattle, WA - Bryant"
1.048150381,1.5%,1.3%,26,52.9%,52.9%,7,0.0%,-22.2%,7,-1,1,$528K,18.0%,41.6%,34,13.3%,88.9%,4/30/2015,Single Family Residential,"Seattle, WA - Columbia City"
1.050789279,2.1%,1.9%,22,37.5%,69.2%,3,50.0%,-40.0%,8,-0.5,2,$465K,-13.1%,16.3%,21,5.0%,16.7%,4/30/2015,Single Family Residential,"Seattle, WA - Crown Hill"
1.015264555,1.8%,1.9%,111,44.2%,12.1%,36,5.9%,-36.8%,11,-13,-10.5,$367K,1.9%,20.3%,127,22.1%,9.5%,4/30/2015,Single Family Residential,"Seattle, WA - Delridge"
0.958553887,0.0%,-2.7%,3,0.0%,50.0%,,,,28,0,10,$845K,0.0%,16.6%,1,0.0%,-85.7%,4/30/2015,Single Family Residential,"Seattle, WA - Eastlake"
0.998659716,1.8%,0.8%,25,13.6%,0.0%,9,125.0%,28.6%,21,-29,2,$607K,4.6%,26.5%,25,31.6%,-28.6%,4/30/2015,Single Family Residential,"Seattle, WA - Fauntleroy"
1.047420875,-2.4%,-0.7%,11,0.0%,-8.3%,2,-66.7%,-60.0%,7,-1,-4,$580K,0.0%,-0.1%,20,42.9%,-4.8%,4/30/2015,Single Family Residential,"Seattle, WA - Fremont"
1.068096697,0.9%,5.5%,15,7.1%,-25.0%,5,25.0%,0.0%,8,-1,-2,$780K,-1.3%,20.1%,21,75.0%,10.5%,4/30/2015,Single Family Residential,"Seattle, WA - Green Lake"
1.046496053,1.2%,-0.2%,40,17.6%,29.0%,14,75.0%,7.7%,7,-7,0,$484K,1.4%,12.0%,56,55.6%,27.3%,4/30/2015,Single Family Residential,"Seattle, WA - Greenwood"
1.017287204,-1.1%,1.9%,33,17.9%,50.0%,8,-11.1%,-20.0%,9,-5,-1.5,$451K,-7.4%,19.5%,40,11.1%,8.1%,4/30/2015,Single Family Residential,"Seattle, WA - Haller Lake"
1.033575371,3.1%,0.4%,74,17.5%,5.7%,24,20.0%,-27.3%,8,-3,0,$490K,10.7%,18.8%,101,36.5%,-4.7%,4/30/2015,Single Family Residential,"Seattle, WA - Lake City"
1.006750750,0.6%,0.8%,20,66.7%,81.8%,14,40.0%,27.3%,8.5,-5,-15.5,$610K,29.2%,-31.4%,35,34.6%,105.9%,4/30/2015,Single Family Residential,"Seattle, WA - Leschi"
1.033510336,-2.1%,-1.4%,2,100.0%,0.0%,3,0.0%,200.0%,6,-1,-17.5,$628K,14.6%,-53.3%,5,25.0%,66.7%,4/30/2015,Single Family Residential,"Seattle, WA - Lower Queen Anne"
1.006991156,-3.5%,0.6%,16,23.1%,6.7%,16,-5.9%,6.7%,8.5,0.5,-1,"$1,705K",15.6%,24.2%,29,7.4%,-6.5%,4/30/2015,Single Family Residential,"Seattle, WA - Madison Park"
0.970497854,-0.8%,-2.0%,16,6.7%,45.5%,7,40.0%,-22.2%,16.5,-10.5,1.5,$783K,36.1%,1.0%,19,18.8%,-5.0%,4/30/2015,Single Family Residential,"Seattle, WA - Madrona"
1.039056906,0.9%,2.9%,68,23.6%,-5.6%,34,0.0%,-17.1%,7,-1.5,-7,$795K,8.5%,15.6%,90,20.0%,-4.3%,4/30/2015,Single Family Residential,"Seattle, WA - Magnolia"
1.063978928,2.7%,5.2%,23,21.1%,-4.2%,8,-38.5%,100.0%,7,-2,-1.5,$463K,2.2%,2.3%,29,7.4%,26.1%,4/30/2015,Single Family Residential,"Seattle, WA - Maple Leaf"
1.049725079,5.0%,1.6%,20,17.6%,17.6%,9,50.0%,-35.7%,7.5,-17.5,0.5,$567K,9.4%,13.3%,31,82.4%,10.7%,4/30/2015,Single Family Residential,"Seattle, WA - Matthews Beach"
1.036456557,1.9%,-1.7%,11,83.3%,37.5%,4,300.0%,100.0%,7,0,-0.5,$470K,1.6%,16.0%,15,50.0%,-6.3%,4/30/2015,Single Family Residential,"Seattle, WA - Meadowbrook"
1.145540232,10.1%,11.1%,10,100.0%,-33.3%,7,133.3%,-12.5%,7,-1,0,$983K,-7.5%,17.7%,24,140.0%,20.0%,4/30/2015,Single Family Residential,"Seattle, WA - Montlake"
1.029400991,2.2%,1.0%,43,38.7%,65.4%,8,14.3%,-42.9%,8,-9,-2.5,$630K,0.0%,7.7%,41,10.8%,17.1%,4/30/2015,Single Family Residential,"Seattle, WA - Mount Baker"
1.025620747,1.9%,0.7%,46,53.3%,-2.1%,25,31.6%,-10.7%,7,-3.5,-2.5,$583K,1.3%,2.2%,74,34.5%,15.6%,4/30/2015,Single Family Residential,"Seattle, WA - North Admiral"
1.030221356,1.1%,1.9%,65,27.5%,-15.6%,33,-8.3%,-10.8%,16.5,-1.5,4.5,$415K,-3.0%,22.1%,78,1.3%,-12.4%,4/30/2015,Single Family Residential,"Seattle, WA - Beacon Hill"
1.030086828,0.5%,2.7%,77,16.7%,10.0%,20,-23.1%,-9.1%,8,-3,-2,$451K,0.2%,7.8%,96,12.9%,15.7%,4/30/2015,Single Family Residential,"Seattle, WA - Northgate"
1.031919103,2.5%,1.6%,20,5.3%,25.0%,3,-25.0%,-40.0%,8,-3,0.5,$437K,16.5%,20.5%,26,13.0%,4.0%,4/30/2015,Single Family Residential,"Seattle, WA - Olympic Hills"
1.039463904,2.3%,4.8%,9,50.0%,-18.2%,2,100.0%,-66.7%,5,-10,-19,$449K,26.2%,5.6%,10,11.1%,0.0%,4/30/2015,Single Family Residential,"Seattle, WA - Pinehurst"
1.022511477,-1.0%,-0.2%,40,11.1%,-20.0%,17,-5.6%,-10.5%,12,1,3,$823K,12.2%,-1.2%,58,31.8%,-14.7%,4/30/2015,Single Family Residential,"Seattle, WA - Queen Anne"
1.032073121,1.7%,2.7%,178,22.8%,30.9%,79,12.9%,-22.5%,13,-13.5,-6,$420K,15.1%,25.4%,210,20.7%,24.3%,4/30/2015,Single Family Residential,"Seattle, WA - Rainier Valley"
1.097609267,0.4%,5.2%,41,36.7%,105.0%,5,-44.4%,-28.6%,7,0,-1,$664K,0.7%,11.8%,48,11.6%,71.4%,4/30/2015,Single Family Residential,"Seattle, WA - Ravenna"
1.065926143,2.8%,3.1%,15,66.7%,-11.8%,3,200.0%,-25.0%,7,-4,1,$642K,-6.3%,16.5%,19,46.2%,-24.0%,4/30/2015,Single Family Residential,"Seattle, WA - Roosevelt"
1.006136542,1.1%,-0.5%,10,25.0%,11.1%,3,0.0%,-62.5%,134.5,17,127.5,$243K,22.8%,0.2%,9,125.0%,-43.8%,4/30/2015,Single Family Residential,"Seattle, WA - South Park"
1.045170499,4.0%,-1.0%,5,-16.7%,-28.6%,3,0.0%,200.0%,11,-48,5,$615K,-2.4%,7.1%,10,100.0%,42.9%,4/30/2015,Single Family Residential,"Seattle, WA - University District"
1.018187464,1.4%,-1.8%,13,30.0%,-23.5%,3,200.0%,-40.0%,8,-32,0,$483K,13.5%,23.7%,12,20.0%,-36.8%,4/30/2015,Single Family Residential,"Seattle, WA - Victory Heights"
1.048288506,-0.3%,1.9%,10,66.7%,-23.1%,3,200.0%,50.0%,8.5,-0.5,1,$984K,8.8%,11.2%,14,55.6%,16.7%,4/30/2015,Single Family Residential,"Seattle, WA - View Ridge"
1.095691453,5.1%,1.9%,26,30.0%,-3.7%,7,40.0%,-22.2%,7,-1.5,0,$703K,12.2%,0.4%,47,46.9%,11.9%,4/30/2015,Single Family Residential,"Seattle, WA - Wallingford"
1.052341868,1.8%,0.7%,24,100.0%,-20.0%,2,-60.0%,-66.7%,7,1,-3,$534K,5.5%,6.7%,34,41.7%,3.0%,4/30/2015,Single Family Residential,"Seattle, WA - Wedgwood"
1.017583772,1.3%,1.0%,338,47.6%,16.6%,124,2.5%,-22.5%,10,-6.5,-4,$470K,3.3%,14.6%,420,22.8%,13.2%,4/30/2015,Single Family Residential,"Seattle, WA - West Seattle"
1.050829395,7.3%,2.2%,10,11.1%,-16.7%,5,-58.3%,66.7%,7,-13,-0.5,"$1,365K",20.8%,38.2%,21,31.3%,10.5%,4/30/2015,Single Family Residential,"Seattle, WA - Windermere"
1.002817657,3.9%,0.3%,3,50.0%,-62.5%,5,66.7%,-54.5%,10,-25.5,-5,$860K,2.1%,-42.8%,6,-14.3%,-57.1%,4/30/2015,Single Family Residential,"Seattle, WA - Denny Blaine"
1.084467097,3.0%,3.0%,21,40.0%,-12.5%,5,400.0%,66.7%,7,0,-1,$760K,-1.9%,28.3%,38,58.3%,40.7%,4/30/2015,Single Family Residential,"Seattle, WA - Phinney Ridge"
1.039742456,1.6%,4.6%,27,42.1%,-10.0%,12,33.3%,-25.0%,7,-1,-2,$510K,13.6%,1.0%,33,6.5%,-2.9%,4/30/2015,Single Family Residential,"Seattle, WA - Central District"
0.990910373,2.7%,-4.3%,14,40.0%,-6.7%,2,-33.3%,0.0%,9,-20.5,1,$743K,31.0%,36.2%,13,-13.3%,0.0%,4/30/2015,Single Family Residential,"Seattle, WA - Madison Valley"
1.037589889,0.5%,0.0%,16,23.1%,-23.8%,12,100.0%,-20.0%,8.5,0.5,1.5,"$1,250K",1.3%,29.2%,28,47.4%,-22.2%,4/30/2015,Single Family Residential,"Seattle, WA - Capitol Hill"
1.015084189,2.9%,0.0%,14,7.7%,55.6%,12,0.0%,9.1%,40,0,-34,$373K,-5.7%,28.4%,17,-5.6%,-15.0%,4/30/2015,Single Family Residential,"Seattle, WA - South Beacon Hill"
0.981780385,0.8%,1.4%,5,66.7%,-16.7%,3,0.0%,-40.0%,14,-10,-7,$400K,0.0%,18.0%,6,50.0%,20.0%,4/30/2015,Single Family Residential,"Seattle, WA - Greater Duwamish"
0.993293124,-0.7%,-0.4%,12,-7.7%,0.0%,2,-33.3%,0.0%,8,2,0,$415K,0.0%,6.0%,17,30.8%,41.7%,4/30/2015,Single Family Residential,"Seattle, WA - North College Park"
1.039484818,-0.9%,4.4%,10,42.9%,-37.5%,9,28.6%,-10.0%,20,-1,-30,$322K,22.5%,1.6%,18,20.0%,12.5%,4/30/2015,Single Family Residential,"Seattle, WA - Dunlap"
1.024589113,0.5%,1.9%,16,6.7%,-11.1%,9,125.0%,28.6%,7.5,-0.5,-1.5,$462K,2.9%,-12.0%,15,-16.7%,-28.6%,4/30/2015,Single Family Residential,"Seattle, WA - Minor"
1.019295402,1.7%,2.1%,80,42.9%,14.3%,53,26.2%,-15.9%,8,-1.5,-3,$554K,11.3%,-6.0%,115,13.9%,7.5%,4/30/2015,Single Family Residential,"Seattle, WA - Central Seattle"
1.005052955,-0.7%,-1.1%,6,50.0%,100.0%,2,-33.3%,100.0%,26.5,22,15.5,$379K,-12.7%,51.6%,8,0.0%,166.7%,4/30/2015,Single Family Residential,"Seattle, WA - Holly Park"
1.021423463,2.7%,0.2%,10,0.0%,0.0%,6,-33.3%,-33.3%,10,0,-18.5,$515K,-20.5%,7.8%,16,14.3%,0.0%,4/30/2015,Single Family Residential,"Seattle, WA - Cedar Heights"
1.028382574,0.6%,2.0%,21,110.0%,90.9%,5,25.0%,-16.7%,7,-3,-10,$486K,-7.4%,18.5%,23,15.0%,109.1%,4/30/2015,Single Family Residential,"Seattle, WA - Fairmount Park"
1.001388889,-5.6%,,2,0.0%,,,,,40.5,22.5,,$533K,-1.8%,,,,,4/30/2015,Single Family Residential,"Seattle, WA - Westlake"
1.029685879,1.6%,2.7%,9,28.6%,28.6%,8,-20.0%,-33.3%,8,0,-22,$435K,-12.1%,-24.3%,15,0.0%,-6.3%,4/30/2015,Single Family Residential,"Seattle, WA - Atlantic"
1.040250670,1.7%,1.2%,26,85.7%,30.0%,6,-25.0%,0.0%,7.5,0,0.5,$524K,1.4%,0.6%,32,10.3%,28.0%,4/30/2015,Single Family Residential,"Seattle, WA - Genesee"
1.026655898,-0.4%,0.1%,21,61.5%,31.3%,11,22.2%,450.0%,11,0,3.5,$560K,21.2%,-9.2%,29,16.0%,107.1%,4/30/2015,Single Family Residential,"Seattle, WA - Seaview"
1.111672846,3.4%,14.6%,2,-33.3%,0.0%,2,0.0%,-33.3%,5,-1,-107,$955K,17.9%,47.6%,6,50.0%,20.0%,4/30/2015,Single Family Residential,"Seattle, WA - Portage Bay"
1.046161587,3.0%,6.7%,14,133.3%,-6.7%,3,-40.0%,-70.0%,9,-15,-29,$580K,22.1%,22.6%,19,26.7%,35.7%,4/30/2015,Single Family Residential,"Seattle, WA - Mann"
1.029888463,2.5%,-0.1%,15,15.4%,-28.6%,20,53.8%,42.9%,13,-38,1,$350K,3.6%,15.9%,32,68.4%,77.8%,4/30/2015,Single Family Residential,"Seattle, WA - Brighton"
1.021346179,-0.2%,1.2%,27,12.5%,-20.6%,15,-11.8%,-6.3%,16,-2,5,$415K,4.7%,24.3%,33,3.1%,-2.9%,4/30/2015,Single Family Residential,"Seattle, WA - Mid-Beacon Hill"
1.026813612,2.2%,-1.9%,20,17.6%,-13.0%,6,20.0%,-25.0%,8,-6,1,"$1,088K",6.1%,28.7%,27,17.4%,-10.0%,4/30/2015,Single Family Residential,"Seattle, WA - Stevens"
1.017468985,-0.6%,2.1%,30,25.0%,0.0%,10,-23.1%,-33.3%,7,0.5,-10.5,$518K,6.0%,19.9%,39,8.3%,34.5%,4/30/2015,Single Family Residential,"Seattle, WA - Gatewood"
0.975687887,-2.3%,-1.0%,5,0.0%,150.0%,,,,28,3,10,$655K,0.0%,-9.7%,2,0.0%,-71.4%,4/30/2015,Single Family Residential,"Seattle, WA - Cascade"
1.014636778,-1.3%,3.2%,15,-6.3%,36.4%,11,37.5%,22.2%,49,19.5,24,$280K,9.1%,31.8%,12,33.3%,-7.7%,4/30/2015,Single Family Residential,"Seattle, WA - Rainier View"
0.998112740,0.5%,1.1%,6,-40.0%,-57.1%,5,0.0%,-54.5%,13,-9,-21,$643K,-7.1%,-20.3%,11,22.2%,-21.4%,2/29/2016,Single Family Residential,"Seattle, WA - Alki Point"
1.027388139,1.7%,4.3%,20,42.9%,33.3%,5,-16.7%,-37.5%,8.5,1,-49.5,$535K,0.9%,57.4%,21,10.5%,5.0%,2/29/2016,Single Family Residential,"Seattle, WA - Arbor Heights"
1.062718510,1.0%,4.9%,54,-3.6%,-22.9%,13,-35.0%,-13.3%,8,0,-17,$655K,4.7%,12.7%,60,11.1%,11.1%,2/29/2016,Single Family Residential,"Seattle, WA - Ballard"
1.020635961,-0.9%,3.1%,7,-22.2%,-66.7%,4,33.3%,300.0%,12,0,-34,$565K,13.0%,34.5%,11,120.0%,83.3%,2/29/2016,Single Family Residential,"Seattle, WA - Bitter Lake"
0.997605308,-0.6%,-1.4%,16,-36.0%,14.3%,6,0.0%,-33.3%,23,10,7,$788K,-1.4%,21.2%,19,46.2%,-17.4%,2/29/2016,Single Family Residential,"Seattle, WA - North Beach / Blue Ridge"
1.015221446,0.5%,-0.3%,14,-36.4%,75.0%,10,66.7%,-16.7%,27.5,14.5,-44,$707K,13.1%,11.0%,18,63.6%,20.0%,2/29/2016,Single Family Residential,"Seattle, WA - Broadview"
1.050210154,2.2%,5.1%,7,0.0%,-41.7%,3,50.0%,0.0%,7,-1,-1,$803K,2.6%,22.5%,11,37.5%,-26.7%,2/29/2016,Single Family Residential,"Seattle, WA - Bryant"
1.037680872,-0.6%,3.0%,8,-27.3%,-55.6%,4,-50.0%,-60.0%,8,-1,-5,$481K,1.7%,25.4%,12,9.1%,-42.9%,2/29/2016,Single Family Residential,"Seattle, WA - Columbia City"
1.007269975,1.4%,0.5%,13,-23.5%,0.0%,1,-75.0%,-66.7%,14,-2,3,$630K,0.0%,37.2%,9,-18.2%,-43.8%,2/29/2016,Single Family Residential,"Seattle, WA - Crown Hill"
1.022685458,0.3%,2.7%,64,-11.1%,-14.7%,20,-4.8%,-42.9%,12,1,-19.5,$375K,-3.4%,8.6%,68,23.6%,-5.6%,2/29/2016,Single Family Residential,"Seattle, WA - Delridge"
1,0.0%,2.5%,1,0.0%,0.0%,,,,,,,$438K,0.0%,25.1%,,,,2/29/2016,Single Family Residential,"Seattle, WA - Downtown Seattle"
1.032059757,-0.2%,3.6%,3,50.0%,200.0%,,,,7,-2,-21,$761K,-8.1%,-68.2%,2,-50.0%,100.0%,2/29/2016,Single Family Residential,"Seattle, WA - Eastlake"
1.002902558,-0.4%,1.5%,26,-29.7%,23.8%,9,-10.0%,125.0%,24,14,-23,$600K,-9.5%,-0.7%,19,5.6%,46.2%,2/29/2016,Single Family Residential,"Seattle, WA - Fauntleroy"
1.057181093,-0.2%,-0.3%,11,57.1%,10.0%,1,0.0%,-80.0%,7,0,-1,$600K,4.3%,-1.5%,9,-10.0%,-18.2%,2/29/2016,Single Family Residential,"Seattle, WA - Fremont"
1.071187446,3.0%,5.8%,10,0.0%,-28.6%,2,100.0%,-33.3%,10,-1,1,$742K,0.0%,-1.1%,10,66.7%,-9.1%,2/29/2016,Single Family Residential,"Seattle, WA - Green Lake"
1.087362269,1.6%,7.7%,35,-14.6%,2.9%,9,28.6%,-25.0%,7,0,-8,$557K,0.4%,11.5%,38,11.8%,18.8%,2/29/2016,Single Family Residential,"Seattle, WA - Greenwood"
1.033336984,0.1%,2.6%,22,-4.3%,-26.7%,3,-40.0%,-78.6%,8.5,1.5,-27.5,$473K,4.1%,-5.5%,10,-23.1%,-64.3%,2/29/2016,Single Family Residential,"Seattle, WA - Haller Lake"
1.035001287,0.5%,3.4%,61,-14.1%,-17.6%,16,14.3%,-15.8%,9,0,-9,$520K,-4.6%,18.5%,46,-2.1%,-11.5%,2/29/2016,Single Family Residential,"Seattle, WA - Lake City"
1.019800467,2.0%,4.1%,20,-13.0%,81.8%,8,33.3%,-11.1%,71,14,56,$710K,-2.1%,21.4%,13,62.5%,-18.8%,2/29/2016,Single Family Residential,"Seattle, WA - Leschi"
1.005578150,2.5%,,3,0.0%,,2,0.0%,,12,-14.5,,$438K,0.0%,,2,0.0%,,2/29/2016,Single Family Residential,"Seattle, WA - Lower Queen Anne"
0.966071308,0.7%,-5.7%,13,62.5%,-35.0%,15,87.5%,-6.3%,40,-51.5,29.5,"$1,725K",-10.8%,8.9%,22,57.1%,15.8%,2/29/2016,Single Family Residential,"Seattle, WA - Madison Park"
1.038948076,-0.1%,6.3%,12,9.1%,-20.0%,4,33.3%,-63.6%,10.5,0.5,-18.5,$902K,22.7%,-12.3%,9,-18.2%,-25.0%,2/29/2016,Single Family Residential,"Seattle, WA - Madrona"
1.024843868,0.2%,1.7%,69,7.8%,23.2%,17,-10.5%,-37.0%,10,0,-8.5,$810K,-3.6%,12.3%,45,-6.3%,-10.0%,2/29/2016,Single Family Residential,"Seattle, WA - Magnolia"
1.036585620,0.1%,0.9%,17,-19.0%,-32.0%,6,500.0%,-14.3%,10.5,0.5,-10.5,$615K,11.8%,38.8%,16,23.1%,0.0%,2/29/2016,Single Family Residential,"Seattle, WA - Maple Leaf"
1.014844986,1.1%,2.4%,16,-15.8%,-11.1%,3,50.0%,-40.0%,8.5,-6.5,-31.5,$509K,-4.8%,9.9%,13,8.3%,-7.1%,2/29/2016,Single Family Residential,"Seattle, WA - Matthews Beach"
1.075909423,0.4%,3.5%,9,-18.2%,50.0%,3,200.0%,50.0%,6,0,-1.5,$567K,0.7%,12.6%,9,0.0%,50.0%,2/29/2016,Single Family Residential,"Seattle, WA - Meadowbrook"
1.062692798,3.0%,0.0%,6,-25.0%,-25.0%,2,-50.0%,-50.0%,12.5,1,4.5,$884K,-0.6%,14.9%,9,80.0%,50.0%,2/29/2016,Single Family Residential,"Seattle, WA - Montlake"
1.024861107,-0.5%,3.4%,21,-19.2%,-27.6%,5,66.7%,-50.0%,33,15,12,$756K,6.1%,22.9%,13,18.2%,-48.0%,2/29/2016,Single Family Residential,"Seattle, WA - Mount Baker"
1.007533905,-1.5%,0.5%,40,-11.1%,33.3%,13,-23.5%,-27.8%,12,0,-2,$750K,1.7%,14.5%,41,10.8%,20.6%,2/29/2016,Single Family Residential,"Seattle, WA - North Admiral"
1.021857207,1.6%,2.5%,55,-15.4%,14.6%,30,11.1%,-23.1%,11.5,-3.5,-3,$510K,0.0%,25.4%,44,10.0%,-26.7%,2/29/2016,Single Family Residential,"Seattle, WA - Beacon Hill"
1.043050742,1.8%,3.0%,62,-10.1%,-18.4%,14,16.7%,-36.4%,10,0,-20,$530K,5.0%,17.3%,43,0.0%,-27.1%,2/29/2016,Single Family Residential,"Seattle, WA - Northgate"
1.037998868,0.0%,2.8%,12,-25.0%,-40.0%,1,0.0%,-80.0%,7.5,0,-6.5,$445K,4.2%,19.5%,9,0.0%,-43.8%,2/29/2016,Single Family Residential,"Seattle, WA - Olympic Hills"
1.117453842,8.8%,11.8%,10,-28.6%,11.1%,1,-66.7%,0.0%,8,-0.5,-22,$519K,1.8%,20.2%,8,-20.0%,60.0%,2/29/2016,Single Family Residential,"Seattle, WA - Pinehurst"
1.025596837,-0.4%,0.4%,37,-27.5%,0.0%,23,21.1%,0.0%,9,0,-6,$943K,1.4%,24.9%,37,12.1%,15.6%,2/29/2016,Single Family Residential,"Seattle, WA - Queen Anne"
1.016306015,-0.1%,2.2%,109,-12.8%,-25.3%,46,-13.2%,-40.3%,14,-2,-19,$442K,0.5%,26.3%,101,9.8%,-23.5%,2/29/2016,Single Family Residential,"Seattle, WA - Rainier Valley"
1.048078742,0.8%,1.7%,30,20.0%,87.5%,9,125.0%,80.0%,8,-1,-3,$867K,5.7%,23.0%,27,12.5%,12.5%,2/29/2016,Single Family Residential,"Seattle, WA - Ravenna"
0.996935811,-4.2%,0.6%,5,-61.5%,-50.0%,5,66.7%,150.0%,20,0,-12.5,$622K,0.0%,1.0%,9,200.0%,12.5%,2/29/2016,Single Family Residential,"Seattle, WA - Roosevelt"
0.993166882,1.7%,-0.6%,8,14.3%,-27.3%,3,0.0%,-62.5%,19.5,-32.5,-3.5,$287K,4.4%,11.2%,7,-30.0%,-22.2%,2/29/2016,Single Family Residential,"Seattle, WA - South Park"
1.026166383,1.2%,3.0%,5,-16.7%,-16.7%,1,,-75.0%,11,-3.5,-48,$667K,-9.4%,14.0%,3,0.0%,200.0%,2/29/2016,Single Family Residential,"Seattle, WA - University District"
1.042555352,0.1%,4.2%,12,0.0%,-25.0%,2,0.0%,-33.3%,9.5,1.5,-15,$536K,-9.2%,26.1%,8,-20.0%,0.0%,2/29/2016,Single Family Residential,"Seattle, WA - Victory Heights"
1.015952431,2.4%,0.8%,10,11.1%,0.0%,1,,-50.0%,28.5,2.5,2,$875K,-12.5%,1.7%,5,66.7%,0.0%,2/29/2016,Single Family Residential,"Seattle, WA - View Ridge"
1.037787073,-0.4%,1.7%,19,-32.1%,-17.4%,10,11.1%,66.7%,8.5,0.5,-21,$810K,7.0%,24.4%,27,8.0%,68.8%,2/29/2016,Single Family Residential,"Seattle, WA - Wallingford"
1.041720465,-1.1%,4.3%,16,0.0%,60.0%,7,133.3%,16.7%,8.5,0,0,$691K,13.7%,39.5%,17,6.3%,41.7%,2/29/2016,Single Family Residential,"Seattle, WA - Wedgwood"
1.015587155,0.2%,1.6%,247,-9.5%,14.9%,67,-13.0%,-42.7%,12,2,-15,$535K,0.0%,21.6%,223,6.2%,-3.9%,2/29/2016,Single Family Residential,"Seattle, WA - West Seattle"
1.036005802,5.1%,7.6%,10,-16.7%,11.1%,7,250.0%,-30.0%,7,-5.5,-45,$977K,-27.9%,45.8%,14,100.0%,40.0%,2/29/2016,Single Family Residential,"Seattle, WA - Windermere"
1.031455357,4.5%,5.3%,3,50.0%,0.0%,2,-33.3%,-50.0%,11,-25.5,-22,"$1,500K",-8.4%,20.0%,2,-33.3%,-60.0%,2/29/2016,Single Family Residential,"Seattle, WA - Denny Blaine"
0.969362168,-0.2%,0.7%,3146,5.7%,27.5%,12699,-9.3%,-14.4%,101,9,0,$380K,-0.4%,1.4%,2492,-4.2%,-6.8%,8/31/2012,Single Family Residential,"Boston, MA metro area"
0.955665806,0.1%,1.5%,5811,6.8%,19.3%,32002,-3.8%,-12.2%,95,0,-14,$189K,-2.9%,-5.4%,6577,-4.7%,2.6%,8/31/2012,Single Family Residential,"Chicago, IL metro area"
0.991042261,-0.1%,1.2%,5762,11.0%,20.3%,11195,-9.7%,-47.5%,36,-2,-19,$350K,0.0%,6.1%,5309,-2.5%,-16.0%,8/31/2012,Single Family Residential,"Los Angeles, CA metro area"
0.954944524,0.2%,0.6%,691,5.2%,31.4%,3770,-3.2%,33.1%,75,5,-28,$215K,3.4%,2.4%,771,-0.1%,48.6%,8/31/2012,Single Family Residential,"Philadelphia, PA metro area"
0.992094690,-0.1%,1.6%,2920,5.2%,23.3%,7085,0.2%,-33.5%,28,3,-22,$342K,2.0%,10.2%,3065,2.0%,3.2%,8/31/2012,Single Family Residential,"Seattle, WA metro area"
0.980644117,-0.2%,0.3%,3967,13.2%,6.1%,11614,-3.0%,-23.7%,43,9,-8,$395K,-5.7%,6.8%,3906,2.8%,0.6%,8/31/2012,Single Family Residential,"Washington, DC metro area"
0.994553364,0.0%,1.9%,586,3.5%,26.0%,1146,-4.1%,-35.1%,17,1,-12,$405K,-3.1%,6.3%,570,-4.4%,0.2%,8/31/2012,Single Family Residential,"Seattle, WA"
0.968707050,0.3%,1.2%,2073,3.1%,23.1%,12281,-4.8%,-14.1%,107,2,-17,$335K,-2.9%,4.7%,2474,-19.6%,1.3%,10/31/2012,Single Family Residential,"Boston, MA metro area"
0.953108949,-0.3%,1.2%,5441,15.7%,56.4%,29716,-5.1%,-12.7%,101,5,-21,$169K,-6.1%,-1.2%,5942,1.2%,10.5%,10/31/2012,Single Family Residential,"Chicago, IL metro area"
0.992244053,0.2%,1.2%,5275,15.7%,24.1%,9164,-10.7%,-54.1%,34,0,-28,$359K,-0.3%,14.0%,5044,8.4%,-8.0%,10/31/2012,Single Family Residential,"Los Angeles, CA metro area"
0.948016000,-0.7%,0.7%,545,7.7%,31.3%,3654,-4.2%,11.3%,79,-4,-53,$190K,-8.5%,-5.0%,703,-11.6%,0.1%,10/31/2012,Single Family Residential,"Philadelphia, PA metro area"
0.993668553,0.2%,1.5%,2582,8.5%,27.3%,6168,-10.9%,-36.1%,31,2,-23,$336K,-2.2%,20.0%,2496,-11.3%,7.6%,10/31/2012,Single Family Residential,"Seattle, WA metro area"
0.979888920,-0.1%,0.7%,3067,5.4%,17.5%,10973,-6.4%,-23.4%,44,-2,-22,$365K,-2.7%,14.4%,3505,-10.4%,-0.9%,10/31/2012,Single Family Residential,"Washington, DC metro area"
1.019327669,0.2%,2.1%,665,-9.6%,11.6%,1056,12.8%,-13.9%,8,1,-3,$455K,-1.1%,7.1%,879,-3.4%,28.3%,6/30/2013,Single Family Residential,"Seattle, WA"
0.979889239,-0.4%,1.4%,2483,-29.1%,23.5%,11900,2.0%,-7.8%,86,5,-19,$385K,-6.1%,11.6%,3421,20.0%,11.1%,9/30/2013,Single Family Residential,"Boston, MA metro area"
0.971424017,0.1%,1.5%,6242,-16.9%,32.8%,28749,-1.8%,-8.2%,76,1,-20,$205K,-6.0%,13.9%,6801,-13.9%,15.8%,9/30/2013,Single Family Residential,"Chicago, IL metro area"
